订单号,日期,渠道,商品ID,商品名称,单价,数量,金额,用户ID,收货省份,订单状态,商品品类,承诺发货时效,物流商,承诺送达时效,发货时间,签收时间,退款原因
DD202402890,2024-12-03,拼多多,P010,小米充电宝20000mAh,129,3.0,387.0,U1192,,已完成,手机数码,2.0,圆通,4.0,2024-12-05,2024-12-09,
DD202401123,2024-04-20,拼多多,P038,全棉时代 洗脸巾,49.9,3.0,149.7,U1394,广东,已取消,美妆个护,,,,,,
DD202404085,2024-11-19,京东,,美的 1.5匹空调,2799,4.0,11196.0,U0970,广东,已完成,家电,1.0,京东物流,3.0,2024/11/20,2024-11-21,
DD202400558,2024-04-02,微信小程序,P009,小米手环8,¥249,3.0,373.5,U0777,湖南,已完成,手机数码,1.0,顺丰,3.0,2024-04-03,2024-04-04,
DD202404204,2024-06-06,,P026,小米电视 65寸,2999,1.0,2999.0,U0826,河南,已完成,家电,3.0,邮政,6.0,2024-06-09,2024-06-13,
DD202400206,2024/1/30,微信小程序,P010,小米 充电宝20000mAh,¥129,3.0,387.0,U1093,湖北,已发货,手机数码,1.0,顺丰,3.0,2024-01-31,,
DD202400479,2024/9/16,微信小程序,P011,罗技 MX Master 3S 鼠标,699,-2.0,-1398.0,U0108,广东,已退款,电脑办公,,,,,,质量问题
DD202400342,2024-03-15,天猫,P023,九阳破壁机,399,1.0,399.0,U0689,安徽,已完成,家电,2.0,圆通,4.0,2024-03-17,2024-03-19,
DD202403552,2024-09-26,京东,P019,海尔 10kg 滚筒洗衣机,,,,U1293,广东,已完成,家电,1.0,京东物流,3.0,2024-09-27,2024-09-29,
DD202404721,2024-10-10,拼多多,P021,米家扫地机器人,1599,4.0,6396.0,U0310,河南,已完成,家电,1.0,顺丰,3.0,2024-10-11,2024-10-14,
DD202404470,2024-05-22,天猫,P047,全棉时代 浴巾,79,4.0,316.0,U0199,浙江,已发货,家居日用,1.0,顺丰,3.0,2024-05-23,,
DD202401592,2024-11-26,拼多多,P019,海尔 10kg 滚筒洗衣机,1899,1.0,,U0237,安徽,已完成,家电,1.0,顺丰,3.0,2024-11-27,2024-11-28,
DD202404437,20240404,天猫,P047,全棉时代 浴巾 ,¥79,1.0,79.0,U0589,青海,已完成,家居日用,1.0,顺丰,3.0,2024-04-05,2024/4/7,
DD202404319,2024/6/25,京东,P040,三只松鼠 坚果礼盒,¥99,4.0,396.0,U1283,浙江,待发货,食品,,,,,,
DD202404640,2024-11-26,京东,,兰蔻 小黑瓶精华,¥760,2.0,1520.0,U0538,江苏,已完成,美妆个护,2.0,圆通,4.0,2024/11/28,2024/12/1,
DD202400323,2024-07-07,天猫,P002,iPhone 15 Pro 256G,8999,3.0,26997.0,U0985,浙江,已完成,手机数码,2.0,中通,4.0,2024-07-09,2024-07-12,
DD202403014,2024-12-20,京东,P034,雅诗兰黛 小棕瓶,950,4.0,3800.0,U0769,江苏,已完成,美妆个护,1.0,顺丰,3.0,2024/12/21,2024-12-23,
DD202402170,2024-12-20,抖音,P011,罗技 MX Master 3S 鼠标,699,-1.0,,U0454,河南,已退款,电脑办公,,,,,,七天无理由
DD202403580,2024-03-19,京东,P047,全棉时代 浴巾,79,1.0,79.0,U0821,湖南,待发货,家居日用,,,,,,
DD202400847,2024-12-27,天猫,P018,美的 1.5匹空调,2799,1.0,,U0107,陕西,待发货,家电,,,,,,
DD202400843,2024-08-08,拼多多,P023,九阳破壁机,399,2.0,798.0,U1059,浙江,已完成,家电,3.0,邮政,6.0,2024-08-13,2024/8/17,
DD202402431,2024-02-01,京东,P012,机械键盘 87键,,3.0,,,北京,已发货,电脑办公,1.0,京东物流,3.0,2024-02-02,,
DD202402223,2024-03-04,天猫,P046,网易严选 保温杯,99,3.0,148.5,U1202,陕西,已完成,家居日用,2.0,中通,4.0,2024-03-06,2024-03-09,
DD202403405,2024-12-10,京东,P002,iPhone15Pro256G,¥8999,2.0,17998.0,U0501,广东,已取消,手机数码,,,,,,
DD202403331,2024-06-01,天猫,P021,米家扫地机器人,1599,,,U0067,湖南,已发货,家电,2.0,中通,4.0,2024-06-03,,
DD202402935,2024-11-22,拼多多,P047,全棉时代 浴巾,79,1.0,79.0,U0784,宁夏,已完成,家居日用,1.0,顺丰,3.0,2024-11-23,2024-11-25,
DD202400794,2024-01-05,微信小程序,P016,得力 a4 打印纸,29.9,3.0,89.69999999999999,U1444,福建,已发货,电脑办公,2.0,中通,4.0,2024-01-07,,
DD202402310,,拼多多,P027,优衣库 圆领T恤 ,79,3.0,237.0,U1094,湖南,已完成,服饰,2.0,中通,4.0,,,
DD202400072,2024/3/16,天猫,P046,网易严选 保温杯,,1.0,,U0267,浙江,已发货,家居日用,2.0,圆通,4.0,2024-03-18,,
DD202402647,2024-09-01,微信小程序,P036,云南白药 牙膏,39.9,5.0,199.5,U0067,河南,已完成,美妆个护,3.0,邮政,6.0,2024-09-03,2024-09-08,
DD202400382,2024-06-06,京东,P046,网易严选 保温杯,99,1.0,99.0,U0609,河北,已完成,家居日用,2.0,圆通,4.0,2024-06-07,2024/6/9,
DD202401774,2024-05-25,,P046,网易严选 保温杯,99,5.0,495.0,U0080,江苏,已取消,家居日用,,,,,,
DD202404036,2024/1/17,京东,P017,得力文件夹,15.9,3.0,47.7,U1286,江苏,已完成,电脑办公,2.0,圆通,4.0,2024-01-19,2024-01-21,
DD202403256,2024-11-14,微信小程序,P042,农夫山泉 矿泉水,36,4.0,144.0,U0654,江苏,已完成,食品,1.0,京东物流,3.0,2024-11-15,2024-11-16,
DD202404565,2024-01-01,微信小程序,P034,雅诗兰黛小棕瓶,950,1.0,950.0,U1302,湖北,待发货,美妆个护,,,,,,
DD202402860,2024-12-10,京东,P021,米家扫地机器人,¥1599,-2.0,-3198.0,,福建,已退款,家电,,,,,,物流太慢
DD202404618,2024-08-03,拼多多,P010,小米 充电宝20000mAh,¥129,1.0,129.0,U0728,河南,待发货,手机数码,,,,,,
DD202402115,2024-04-22,拼多多,P023,九阳破壁机,399,5.0,1995.0,U1053,,已完成,家电,2.0,中通,4.0,2024-04-24,2024/4/26,
DD202401853,2024-12-19,京东,P036,云南白药 牙膏,,4.0,,U0779,江西,已完成,美妆个护,1.0,顺丰,3.0,2024-12-20,2024-12-22,
DD202401412,2024-07-29,京东,P017,得力 文件夹,15.9,4.0,63.6,U0238,四川,已完成,电脑办公,1.0,顺丰,3.0,2024-07-30,2024-08-01,
DD202404377,2024-03-05,拼多多,P015,华为平板MatePad11,2199,4.0,8796.0,,浙江,已完成,电脑办公,1.0,顺丰,3.0,2024-03-06,2024-03-08,
DD202401424,2024-08-01,抖音,P028,李宁 跑步鞋,399,5.0,1995.0,U0197,山东,待发货,服饰,,,,,,
DD202401894,2024-06-25,天猫,P010,小米 充电宝20000mAh ,¥129,3.0,387.0,U1132,上海,已完成,手机数码,1.0,顺丰,3.0,2024-06-26,2024/6/27,
DD202403281,2024/6/13,天猫,P032,太平鸟 牛仔裤,259,1.0,259.0,U0358,湖北,已发货,服饰,3.0,邮政,6.0,2024-06-16,,
DD202404108,2024-06-04,天猫,P035,欧莱雅 洗面奶,129,1.0,129.0,U0712,河北,已取消,美妆个护,,,,,,
DD202404782,2024-10-06,天猫,P008,索尼 WH-1000XM5 耳机,2399,3.0,7197.0,U1390,广东,已发货,手机数码,1.0,京东物流,3.0,2024-10-07,,
DD202403634,2024-11-15,抖音,P007,airpods pro 2,1899,1.0,1899.0,U0264,广东,已完成,手机数码,1.0,顺丰,3.0,2024-11-16,2024/11/18,
DD202403605,2024-09-24,京东,P011,罗技 MX Master 3S 鼠标 ,699,2.0,1398.0,U0762,江苏,已完成,电脑办公,2.0,圆通,4.0,2024/9/25,2024-09-28,
DD202402128,2024-04-21,抖音,P017,得力 文件夹,¥15.9,1.0,15.9,U1286,四川,已取消,电脑办公,,,,,,
DD202401714,2024-01-06,拼多多,P040,三只松鼠 坚果礼盒,99,3.0,297.0,U0778,湖北,已完成,食品,1.0,京东物流,3.0,2024-01-09,2024-01-11,
DD202404178,2024-11-26,抖音,P041,蒙牛 纯牛奶24盒,69.9,5.0,349.5,U1036,浙江,已完成,食品,3.0,邮政,6.0,2024-11-28,2024-12-01,
DD202401045,2024-07-03,京东,P027,优衣库 圆领T恤,79,4.0,316.0,U1163,江苏,已完成,服饰,1.0,顺丰,3.0,2024-07-04,2024-07-06,
DD202400330,2024/5/19,抖音,P038,全棉时代 洗脸巾,49.9,-2.0,-99.8,U1339,河北,已退款,美妆个护,,,,,,质量问题
DD202403010,2024-10-21,拼多多,P038,全棉时代 洗脸巾,49.9,-3.0,-149.7,U1156,福建,已退款,美妆个护,,,,,,质量问题
DD202401081,20240330,天猫,P027,优衣库 圆领T恤,¥79,2.0,158.0,U0527,湖北,已完成,服饰,2.0,中通,4.0,2024-04-01,2024-04-04,
DD202404578,2024-10-26,微信小程序,P007,AirPods Pro 2,"1,899",1.0,1899.0,U0012,安徽,待发货,手机数码,,,,,,
DD202403504,,拼多多,P012,机械键盘87键,¥199,1.0,199.0,U0718,江苏,已完成,电脑办公,3.0,邮政,6.0,,,
DD202403572,2024-12-14,拼多多,P008,索尼WH-1000XM5耳机,2399,1.0,2399.0,U0596,河北,已发货,手机数码,1.0,京东物流,3.0,2024-12-15,,
DD202402721,2024-03-07,抖音,P045,金龙鱼 食用油5L ,89.9,3.0,269.70000000000005,U0988,河南,已完成,食品,1.0,京东物流,3.0,2024-03-08,2024-03-11,
DD202404128,2024-04-21,拼多多,P046,网易严选 保温杯,99,0.0,,U0833,广东,已完成,家居日用,1.0,京东物流,3.0,2024-04-22,2024-04-23,
DD202401414,2024-04-21,拼多多,P044,良品铺子 零食大礼包,139,4.0,556.0,U0329,天津,已完成,食品,1.0,顺丰,3.0,2024/4/22,2024-04-24,
DD202403006,2024/8/20,拼多多,,华为平板 MatePad 11,2199,2.0,4398.0,U0403,云南,已完成,电脑办公,2.0,中通,4.0,2024-08-21,2024-08-25,
DD202403557,2024-08-28,京东,,荣耀 Magic6,¥3999,4.0,15996.0,U0424,湖南,已完成,手机数码,2.0,中通,4.0,2024-08-30,2024-09-03,
DD202400275,2024-02-20,拼多多,P016,得力 a4 打印纸,29.9,4.0,119.6,U1473,重庆,已完成,电脑办公,2.0,圆通,4.0,2024-02-22,2024-02-25,
DD202403653,2024-10-08,天猫,,小米电视 65寸,¥2999,1.0,2999.0,U1097,北京,已完成,家电,3.0,邮政,6.0,2024-10-10,2024-10-14,
DD202402023,2024/1/2,京东,P018,美的 1.5匹空调,2799,1.0,2799.0,,广东,已完成,家电,2.0,中通,4.0,2024-01-04,2024-01-07,
DD202404300,2024-08-12,天猫,P047,全棉时代 浴巾 ,¥79,3.0,237.0,U0573,江苏,已完成,家居日用,1.0,京东物流,3.0,2024-08-13,2024/8/14,
DD202403420,2024-05-28,天猫,P027,优衣库 圆领t恤,79,4.0,316.0,U0025,湖南,已发货,服饰,2.0,圆通,4.0,2024/5/29,,
DD202403714,2024-07-09,天猫,P040,三只松鼠 坚果礼盒 ,99,3.0,297.0,U0283,河南,已取消,食品,,,,,,
DD202404046,2024-06-05,抖音,P043,星巴克 咖啡豆,128,1.0,64.0,U1482,广东,已取消,食品,,,,,,
DD202400781,2024-06-29,京东,P044,良品铺子 零食大礼包,¥139,3.0,417.0,U0886,广西,已取消,食品,,,,,,
DD202402282,2024-06-07,抖音,P032,太平鸟 牛仔裤,259,-2.0,-518.0,U0075,北京,已退款,服饰,,,,,,七天无理由
DD202400808,2024-11-05,拼多多,P021,米家扫地机器人,¥1599,3.0,4797.0,U0348,河南,已完成,家电,2.0,圆通,4.0,2024-11-06,2024-11-09,
DD202404593,2024-04-05,天猫,P009,小米手环8,249,5.0,1245.0,U1415,山东,已发货,手机数码,2.0,中通,4.0,2024-04-06,,
DD202403977,2024-06-12,抖音,P049,苏泊尔 炒锅,159,4.0,636.0,U0514,,已完成,家居日用,3.0,邮政,6.0,2024-06-14,2024-06-18,
DD202403349,2024/11/14,拼多多,P038,全棉时代 洗脸巾,49.9,-1.0,-49.9,U0295,山东,已退款,美妆个护,,,,,,质量问题
DD202404308,2024-09-04,京东,P046,网易严选 保温杯,99,2.0,198.0,U0203,湖南,已完成,家居日用,1.0,京东物流,3.0,2024-09-05,2024-09-08,
DD202400164,2024-05-06,天猫,P032,太平鸟 牛仔裤,¥259,5.0,1295.0,U0498,陕西,已完成,服饰,1.0,京东物流,3.0,2024-05-07,2024-05-08,
DD202403928,2024/6/19,拼多多,P027,优衣库 圆领T恤 ,,0.0,,U0970,湖南,已完成,服饰,3.0,邮政,6.0,2024/6/22,2024-06-26,
DD202401362,2024/10/12,拼多多,P048,公牛 插线板,¥49.9,4.0,199.6,U0275,广东,已完成,家居日用,1.0,顺丰,3.0,2024-10-13,2024-10-16,
DD202402788,2024-11-28,天猫,P026,小米电视 65寸 ,2999,3.0,8997.0,U1206,河北,已完成,家电,3.0,邮政,6.0,2024-12-01,2024-12-06,
DD202401317,2024-03-17,天猫,P020,格力 电风扇,¥199,5.0,995.0,U1094,河南,已发货,家电,2.0,中通,4.0,2024/3/20,,
DD202403936,2024-11-26,天猫,P046,网易严选 保温杯 ,,4.0,,U0715,福建,已发货,家居日用,3.0,邮政,6.0,2024-11-29,,
DD202402671,2024-11-23,抖音,P023,九阳破壁机,¥399,-3.0,-1197.0,U0379,广东,已退款,家电,,,,,,七天无理由
DD202400698,2024-05-25,拼多多,P015,华为平板 matepad 11,2199,2.0,4398.0,U1256,山东,已完成,电脑办公,2.0,中通,4.0,2024-05-26,2024-05-28,
DD202404047,2024-10-03,天猫,P003,华为 Mate 60 Pro,6999,5.0,34995.0,U1484,四川,已完成,手机数码,1.0,京东物流,3.0,2024-10-04,2024-10-05,
DD202402167,2024/6/16,天猫,P006,Redmi K70,2499,0.0,,U1195,甘肃,已取消,手机数码,,,,,,
DD202400814,2024/11/13,微信小程序,P049,苏泊尔 炒锅,159,1.0,159.0,U0541,上海,已完成,家居日用,1.0,顺丰,3.0,2024-11-14,2024-11-16,
DD202402639,2024-09-26,抖音,P047,全棉时代 浴巾,¥79,2.0,158.0,U1443,天津,已完成,家居日用,1.0,京东物流,3.0,2024-09-27,2024-09-30,
DD202404364,2024-10-28,抖音,P019,海尔10kg滚筒洗衣机,1899,5.0,9495.0,U1381,上海,已取消,家电,,,,,,
DD202402169,2024-01-26,抖音,P037,海飞丝 洗发水,¥59.9,0.0,,U0250,重庆,待发货,美妆个护,,,,,,
DD202403491,2024-11-25,抖音,P028,李宁 跑步鞋,399,-2.0,-798.0,U1342,甘肃,已退款,服饰,,,,,,质量问题
DD202404758,2024/7/8,拼多多,P045,金龙鱼 食用油5L,¥89.9,4.0,359.6,U0371,广东,已完成,食品,2.0,圆通,4.0,2024-07-10,2024-07-12,
DD202401320,2024-07-12,抖音,P041,蒙牛 纯牛奶24盒 ,69.9,-1.0,-69.9,U1016,四川,已退款,食品,,,,,,发错货
DD202402735,2024-04-21,天猫,P017,得力 文件夹,15.9,3.0,47.7,U1482,广东,已完成,电脑办公,2.0,圆通,4.0,2024/4/23,2024-04-26,
DD202404179,2024/11/7,京东,P010,小米充电宝20000mAh,,3.0,,U1222,浙江,已完成,手机数码,1.0,京东物流,3.0,2024-11-08,2024-11-10,
DD202403136,2024-06-04,京东,P015,华为平板 MatePad 11,¥2199,3.0,6597.0,U0254,河南,已完成,电脑办公,2.0,圆通,4.0,2024/6/6,2024/6/10,
DD202404688,2024-06-12,京东,P029,阿迪达斯 运动外套,599,1.0,599.0,U0614,海南,已发货,服饰,3.0,邮政,6.0,2024/6/16,,
DD202402378,2024-11-08,抖音,P023,九阳破壁机,¥399,1.0,399.0,U1462,四川,已完成,家电,2.0,中通,4.0,2024-11-09,2024-11-11,
DD202400119,2024/11/26,京东,P001,iPhone 15 128G,5999,2.0,11998.0,U0592,广东,已完成,手机数码,1.0,京东物流,3.0,2024-11-27,2024-11-29,
DD202400867,2024-12-08,天猫,P023,九阳破壁机,399,4.0,1596.0,U1025,湖北,已取消,家电,,,,,,
DD202403888,2024-04-17,天猫,P018,美的 1.5匹空调,2799,4.0,11196.0,U0996,重庆,已完成,家电,3.0,邮政,6.0,2024-04-19,2024-04-24,
DD202400822,2024-03-23,微信小程序,P012,机械键盘 87键,199,-1.0,,U0977,江苏,已退款,电脑办公,,,,,,价格保护
DD202404744,2024-07-04,拼多多,P026,小米电视 65寸 ,2999,2.0,2999.0,U0791,辽宁,已取消,家电,,,,,,
DD202404741,20240912,天猫,P017,得力 文件夹,¥15.9,5.0,79.5,U0584,上海,待发货,电脑办公,,,,,,
DD202400413,2024-11-16,天猫,P033,兰蔻 小黑瓶精华,760,2.0,1520.0,U1110,浙江,待发货,美妆个护,,,,,,
DD202403049,2024-11-29,京东,P018,美的 1.5匹空调,¥2799,2.0,5598.0,U0316,广东,待发货,家电,,,,,,
DD202400704,2024-02-28,拼多多,P011,罗技 MX Master 3S 鼠标,¥699,1.0,699.0,U0093,浙江,已完成,电脑办公,1.0,顺丰,3.0,2024-03-01,2024-03-03,
DD202404145,2024-07-29,天猫,P038,全棉时代洗脸巾,¥49.9,3.0,149.7,U0292,四川,已发货,美妆个护,1.0,京东物流,3.0,2024-07-30,,
DD202404669,2024-09-14,天猫,P020,格力 电风扇,199,3.0,597.0,U1224,广东,已取消,家电,,,,,,
DD202402706,2024-07-05,拼多多,P046,网易严选 保温杯,,3.0,,U0078,浙江,已完成,家居日用,2.0,圆通,4.0,2024-07-07,2024-07-11,
DD202400080,2024/8/19,拼多多,P002,iPhone 15 Pro 256G,8999,5.0,44995.0,U0368,福建,待发货,手机数码,,,,,,
DD202403838,2024-10-20,天猫,P017,得力 文件夹,15.9,3.0,47.7,U0330,重庆,待发货,电脑办公,,,,,,
DD202400347,2024-11-18,京东,P017,得力 文件夹,,1.0,,U1234,重庆,待发货,电脑办公,,,,,,
DD202402932,2024-02-20,天猫,P008,索尼 wh-1000xm5 耳机,2399,2.0,4798.0,,重庆,已完成,手机数码,3.0,邮政,6.0,2024/2/25,2024/2/28,
DD202402470,2024-06-21,抖音,P027,优衣库 圆领T恤,79,1.0,79.0,U0767,浙江,已完成,服饰,1.0,顺丰,3.0,2024-06-22,2024/6/24,
DD202404722,2024-12-25,抖音,P015,华为平板 matepad 11,"2,199",1.0,2199.0,U0145,重庆,已发货,电脑办公,2.0,圆通,4.0,2024-12-26,,
DD202400990,2024/11/5,京东,P018,美的 1.5匹空调 ,¥2799,3.0,8397.0,U0180,福建,已发货,家电,2.0,圆通,4.0,2024-11-07,,
DD202404622,2024-03-02,天猫,P049,苏泊尔 炒锅,159,0.0,,U0099,河南,已完成,家居日用,2.0,圆通,4.0,2024/3/3,2024/3/7,
DD202404376,2024-06-04,京东,P038,全棉时代 洗脸巾,49.9,2.0,99.8,U0904,河北,已完成,美妆个护,1.0,京东物流,3.0,2024/6/5,2024-06-07,
DD202404342,2024/5/16,拼多多,P003,华为 Mate 60 Pro,6999,2.0,13998.0,U1251,江西,已发货,手机数码,1.0,顺丰,3.0,2024/5/17,,
DD202404263,2024-11-28,拼多多,P045,金龙鱼 食用油5L,89.9,1.0,89.9,U1098,浙江,已完成,食品,1.0,顺丰,3.0,2024-11-29,2024-12-01,
DD202401821,2024-05-07,天猫,P015,华为平板 MatePad 11,¥2199,1.0,2199.0,U0982,浙江,已完成,电脑办公,1.0,顺丰,3.0,2024/5/8,2024-05-09,
DD202403423,,天猫,P032,太平鸟 牛仔裤,259,1.0,259.0,U0502,辽宁,已完成,服饰,1.0,顺丰,3.0,,,
DD202402964,2024-06-14,拼多多,P006,RedmiK70,¥2499,3.0,7497.0,U1146,新疆,已发货,手机数码,2.0,中通,4.0,2024-06-15,,
DD202401558,2024-06-02,微信小程序,P017,得力 文件夹,15.9,2.0,31.8,U0518,陕西,已完成,电脑办公,2.0,中通,4.0,2024-06-04,2024/6/7,
DD202402269,2024-03-04,天猫,P038,全棉时代 洗脸巾,49.9,5.0,249.5,U1112,山东,已发货,美妆个护,2.0,圆通,4.0,2024/3/6,,
DD202402496,2024-05-19,京东,P046,网易严选 保温杯,99,2.0,198.0,U1000,四川,已完成,家居日用,3.0,邮政,6.0,2024-05-21,2024-05-25,
DD202401186,2024-12-18,抖音,P021,米家扫地机器人 ,¥1599,5.0,7995.0,U0805,上海,已发货,家电,1.0,顺丰,3.0,2024/12/19,,
DD202401114,2024-07-27,天猫,P016,得力 a4 打印纸,29.9,5.0,149.5,U0369,广东,已完成,电脑办公,2.0,圆通,4.0,2024/7/28,2024-07-31,
DD202403160,2024-04-02,天猫,P003,华为Mate60Pro,6999,1.0,6999.0,U0424,内蒙古,已完成,手机数码,2.0,中通,4.0,2024-04-04,2024-04-07,
DD202403060,2024-01-03,拼多多,P046,网易严选 保温杯,99,4.0,396.0,U0559,广东,已完成,家居日用,1.0,京东物流,3.0,2024-01-04,2024-01-06,
DD202402843,2024-10-04,京东,P021,米家扫地机器人,"1,599",3.0,4797.0,U1300,河南,已完成,家电,2.0,中通,4.0,2024-10-05,2024-10-09,
DD202403764,20240308,京东,P007,AirPods Pro 2,1899,1.0,1899.0,U1151,四川,待发货,手机数码,,,,,,
DD202403396,2024-03-28,微信小程序,P033,兰蔻 小黑瓶精华,760,2.0,1520.0,U0735,湖南,已完成,美妆个护,2.0,中通,4.0,2024-03-31,2024-04-03,
DD202402729,2024-01-12,微信小程序,P035,欧莱雅 洗面奶,,1.0,,U0789,浙江,已完成,美妆个护,3.0,邮政,6.0,2024-01-14,2024-01-18,
DD202400488,2024-11-23,天猫,P027,优衣库 圆领T恤,¥79,4.0,316.0,U1314,四川,已完成,服饰,2.0,中通,4.0,2024-11-24,2024-11-27,
DD202400553,2024-11-21,天猫,P044,良品铺子零食大礼包,139,1.0,139.0,U1063,辽宁,已发货,食品,1.0,顺丰,3.0,2024-11-22,,
DD202400802,2024-04-21,拼多多,P020,格力 电风扇,199,1.0,199.0,U1363,云南,已发货,家电,1.0,京东物流,3.0,2024-04-22,,
DD202401827,2024-11-07,拼多多,P011,罗技 mx master 3s 鼠标,¥699,4.0,2796.0,U0622,广东,已发货,电脑办公,1.0,顺丰,3.0,2024-11-08,,
DD202403943,2024-07-06,拼多多,P046,网易严选 保温杯,99,4.0,396.0,U0788,云南,已完成,家居日用,1.0,京东物流,3.0,2024-07-07,2024/7/9,
DD202400642,2024/1/5,天猫,P038,全棉时代 洗脸巾,49.9,5.0,249.5,U0703,湖北,已发货,美妆个护,2.0,圆通,4.0,2024/1/7,,
DD202402697,2024-02-17,拼多多,P003,华为Mate60Pro,6999,2.0,13998.0,U1183,河南,已完成,手机数码,1.0,京东物流,3.0,2024-02-18,2024-02-19,
DD202402127,2024-08-18,微信小程序,P001,iPhone 15 128G ,5999,4.0,23996.0,U0912,山西,待发货,手机数码,,,,,,
DD202403215,2024-09-02,京东,P039,完美日记口红,89,-2.0,-178.0,U1077,江西,已退款,美妆个护,,,,,,物流太慢
DD202404708,2024-02-02,抖音,P037,海飞丝 洗发水,59.9,4.0,239.6,U0185,广东,已发货,美妆个护,3.0,邮政,6.0,2024-02-05,,
DD202401358,2024-04-29,抖音,P018,美的 1.5匹空调,2799,5.0,13995.0,U1166,福建,待发货,家电,,,,,,
DD202401579,2024-11-02,天猫,P028,李宁 跑步鞋,399,0.0,,U0635,四川,已发货,服饰,2.0,中通,4.0,2024-11-04,,
DD202404366,2024-02-25,天猫,P019,海尔 10kg 滚筒洗衣机,1899,2.0,3798.0,U0643,四川,已完成,家电,2.0,中通,4.0,2024/2/27,2024-03-01,
DD202401079,20240415,天猫,P039,完美日记 口红,89,5.0,445.0,U0937,辽宁,已完成,美妆个护,1.0,京东物流,3.0,2024-04-16,2024-04-18,
DD202401146,2024-12-24,京东,P038,全棉时代 洗脸巾,49.9,5.0,249.5,U1009,四川,已完成,美妆个护,2.0,圆通,4.0,2024-12-26,2024-12-29,
DD202401239,2024-08-08,京东,P010,小米 充电宝20000mAh,129,-1.0,-129.0,U0756,福建,已退款,手机数码,,,,,,七天无理由
DD202404854,2024-03-18,天猫,P043,星巴克 咖啡豆,128,2.0,256.0,U0531,江苏,已发货,食品,3.0,邮政,6.0,2024-03-20,,
DD202402508,2024-03-15,天猫,P004,小米 14 12+256G ,4299,3.0,12897.0,U0513,广东,已完成,手机数码,2.0,中通,4.0,2024-03-17,2024-03-19,
DD202401480,2024-01-23,天猫,P016,得力 A4 打印纸,,4.0,,U0926,江苏,已发货,电脑办公,2.0,圆通,4.0,2024-01-25,,
DD202402056,2024/1/26,天猫,P021,米家扫地机器人,1599,2.0,3198.0,U1348,重庆,已取消,家电,,,,,,
DD202402574,2024/11/7,微信小程序,P042,农夫山泉 矿泉水,36,2.0,72.0,U0528,江苏,已发货,食品,3.0,邮政,6.0,2024-11-09,,
DD202402288,2024-03-12,微信小程序,P038,全棉时代 洗脸巾,49.9,4.0,199.6,U0755,海南,已发货,美妆个护,1.0,京东物流,3.0,2024-03-13,,
DD202404644,2024-04-13,拼多多,P032,太平鸟 牛仔裤,259,2.0,518.0,U0858,四川,已取消,服饰,,,,,,
DD202404381,2024-04-11,抖音,P046,网易严选 保温杯,99,-3.0,-297.0,U1250,北京,已退款,家居日用,,,,,,物流太慢
DD202401002,2024-12-21,微信小程序,P008,索尼 WH-1000XM5 耳机,2399,1.0,,U1073,广东,已完成,手机数码,2.0,中通,4.0,2024-12-22,2024-12-24,
DD202401055,2024/7/6,抖音,P019,海尔 10kg 滚筒洗衣机,,3.0,,U1179,安徽,已完成,家电,3.0,邮政,6.0,2024-07-09,2024-07-12,
