订单号,日期,渠道,商品ID,商品名称,单价,数量,金额,用户ID,收货省份,订单状态,商品品类,承诺发货时效,物流商,承诺送达时效,发货时间,签收时间,退款原因,原始日期,原金额,是否有效订单
DD202401886,2024-05-28,天猫,P016,得力 A4 打印纸,29.9,1.0,29.9,U1250,河北,已发货,电脑办公,3.0,邮政,6.0,2024-05-30,,,2024-05-28,29.9,True
DD202401246,2024-03-15,天猫,P019,海尔 10kg 滚筒洗衣机,1899.0,4.0,7596.0,U0186,山东,待发货,家电,,未知,,,,,2024-03-15,7596.0,True
DD202401550,2024-05-05,未知,P048,公牛 插线板,49.9,5.0,249.5,U0760,福建,已完成,家居日用,2.0,圆通,4.0,2024-05-07,2024-05-10,,2024-05-05,249.5,True
DD202402537,2024-03-03,天猫,P045,金龙鱼 食用油5L,89.9,1.0,89.9,U0106,湖北,已取消,食品,,未知,,,,,2024/3/3,89.9,False
DD202400994,2024-02-16,拼多多,P022,苏泊尔电饭煲,299.0,3.0,897.0,U0019,四川,已完成,家电,1.0,顺丰,3.0,2024-02-17,2024-02-19,,2024-02-16,897.0,True
DD202401626,2024-06-09,拼多多,P008,索尼WH-1000XM5耳机,2399.0,5.0,11995.0,U0225,上海,已取消,手机数码,,未知,,,,,2024-06-09,11995.0,False
DD202402208,2024-05-04,抖音,P038,全棉时代 洗脸巾 ,49.9,3.0,149.7,U0157,天津,已取消,美妆个护,,未知,,,,,20240504,149.7,False
DD202400728,2024-09-12,抖音,P018,美的 1.5匹空调,2799.0,2.0,5598.0,U0403,福建,已完成,家电,2.0,圆通,4.0,2024-09-14,2024-09-18,,2024/9/12,5598.0,True
DD202402457,2024-11-28,拼多多,P016,得力 A4 打印纸,29.9,1.0,29.9,U0841,广东,已完成,电脑办公,1.0,顺丰,3.0,2024-11-29,2024-12-01,,2024-11-28,29.9,True
DD202401060,2024-11-15,拼多多,P022,苏泊尔电饭煲,299.0,0.0,0.0,U1433,贵州,已完成,家电,3.0,邮政,6.0,2024-11-17,2024-11-24,,2024-11-15,,True
DD202400243,2024-08-23,微信小程序,P026,小米电视 65寸,2999.0,5.0,14995.0,U1336,四川,已完成,家电,2.0,中通,4.0,2024-08-24,2024-08-27,,2024-08-23,14995.0,True
DD202402798,2024-05-23,微信小程序,P032,太平鸟 牛仔裤,259.0,4.0,1036.0,U1130,内蒙古,待发货,服饰,,未知,,,,,2024/5/23,1036.0,True
DD202402328,2024-05-04,未知,P043,星巴克 咖啡豆,128.0,2.0,256.0,U0618,上海,已完成,食品,1.0,顺丰,3.0,2024-05-07,2024-05-10,,2024/5/4,256.0,True
DD202402194,2024-12-26,抖音,P036,云南白药 牙膏,39.9,4.0,159.6,U1392,湖北,已完成,美妆个护,1.0,京东物流,3.0,2024-12-27,2024-12-29,,2024-12-26,159.6,True
DD202401597,2024-01-09,京东,P045,金龙鱼 食用油5L,89.9,4.0,359.6,U0403,广东,已完成,食品,1.0,京东物流,3.0,2024-01-10,2024-01-12,,2024-01-09,359.6,True
DD202401055,2024-07-06,抖音,P019,海尔 10kg 滚筒洗衣机,,3.0,,U1179,安徽,已完成,家电,3.0,邮政,6.0,2024-07-09,2024-07-12,,2024/7/6,,True
DD202401064,2024-06-30,天猫,P015,华为平板MatePad11,2199.0,2.0,4398.0,U0184,天津,待发货,电脑办公,,未知,,,,,2024-06-30,4398.0,True
DD202400336,2024-11-22,抖音,P039,完美日记 口红,89.0,-1.0,-89.0,U0608,山东,已退款,美妆个护,,未知,,,,物流太慢,2024-11-22,-89.0,False
DD202401985,2024-03-26,天猫,P021,米家扫地机器人,1599.0,3.0,4797.0,U1190,浙江,已取消,家电,,未知,,,,,2024-03-26,4797.0,False
DD202402151,2024-12-14,天猫,P003,华为Mate60Pro,6999.0,5.0,34995.0,U0967,浙江,已取消,手机数码,,未知,,,,,2024-12-14,34995.0,False
DD202400672,2024-06-11,京东,P017,得力 文件夹,15.9,1.0,15.9,U1436,河南,已完成,电脑办公,2.0,圆通,4.0,2024-06-13,2024-06-17,,2024-06-11,15.9,True
DD202400010,2024-11-28,京东,P008,索尼 WH-1000XM5 耳机,2399.0,2.0,4798.0,U1098,海南,已完成,手机数码,1.0,顺丰,3.0,2024-11-30,2024-12-01,,2024-11-28,4798.0,True
DD202402289,2024-05-15,天猫,P017,得力 文件夹 ,15.9,4.0,63.6,U0939,上海,已完成,电脑办公,2.0,中通,4.0,2024-05-16,2024-05-19,,2024-05-15,63.6,True
DD202400848,2024-12-18,抖音,P017,得力 文件夹,15.9,1.0,15.9,U0914,湖北,已完成,电脑办公,1.0,顺丰,3.0,2024-12-20,2024-12-21,,2024-12-18,15.9,True
DD202401462,2024-03-25,拼多多,P043,星巴克 咖啡豆,128.0,-1.0,-128.0,U0564,广西,已退款,食品,,未知,,,,质量问题,2024-03-25,-128.0,False
DD202402141,2024-06-22,拼多多,P046,网易严选保温杯,99.0,0.0,0.0,U0139,浙江,已取消,家居日用,,未知,,,,,2024-06-22,,False
DD202401242,2024-12-18,拼多多,P027,优衣库 圆领T恤 ,79.0,1.0,79.0,U0106,河南,待发货,服饰,,未知,,,,,2024-12-18,79.0,True
DD202402215,2024-02-20,天猫,P045,金龙鱼食用油5L,89.9,3.0,269.70000000000005,U1140,河南,已完成,食品,1.0,顺丰,3.0,2024-02-21,2024-02-23,,2024/2/20,269.70000000000005,True
DD202401270,2024-04-23,京东,P012,机械键盘 87键,199.0,3.0,597.0,U1355,广东,已完成,电脑办公,1.0,顺丰,3.0,2024-04-24,2024-04-25,,2024-04-23,597.0,True
DD202400777,2024-07-16,天猫,P039,完美日记口红,89.0,1.0,89.0,U1231,福建,已完成,美妆个护,2.0,圆通,4.0,2024-07-18,2024-07-22,,20240716,89.0,True
DD202401830,2024-05-19,天猫,P002,iphone 15 pro 256g,8999.0,4.0,35996.0,U0367,北京,已完成,手机数码,2.0,圆通,4.0,2024-05-21,2024-05-26,,2024-05-19,35996.0,True
DD202402111,2024-11-22,天猫,P021,米家扫地机器人,1599.0,3.0,4797.0,U1313,北京,已完成,家电,1.0,顺丰,3.0,2024-11-23,2024-11-25,,2024-11-22,4797.0,True
DD202401640,2024-08-13,拼多多,P038,全棉时代 洗脸巾,49.9,2.0,99.8,U1261,重庆,已完成,美妆个护,1.0,京东物流,3.0,2024-08-14,2024-08-15,,2024-08-13,99.8,True
DD202401367,2024-11-10,京东,P032,太平鸟 牛仔裤,259.0,5.0,1295.0,U1117,浙江,已完成,服饰,2.0,圆通,4.0,2024-11-11,2024-11-15,,2024/11/10,647.5,True
DD202400031,2024-12-25,天猫,P018,美的 1.5匹空调,2799.0,5.0,13995.0,U0528,黑龙江,已完成,家电,1.0,京东物流,3.0,2024-12-26,2024-12-28,,2024-12-25,13995.0,True
DD202401350,2024-12-13,微信小程序,P028,李宁 跑步鞋,399.0,2.0,798.0,U0245,上海,已发货,服饰,1.0,京东物流,3.0,2024-12-14,,,2024-12-13,798.0,True
DD202401411,2024-12-18,未知,P027,优衣库 圆领T恤,79.0,5.0,395.0,U0336,上海,已完成,服饰,1.0,顺丰,3.0,2024-12-20,2024-12-22,,2024-12-18,395.0,True
DD202402578,2024-10-17,微信小程序,P023,九阳破壁机,399.0,1.0,399.0,U0131,辽宁,已完成,家电,1.0,顺丰,3.0,2024-10-18,2024-10-21,,2024-10-17,399.0,True
DD202402009,2024-01-15,抖音,P019,海尔 10kg 滚筒洗衣机 ,1899.0,3.0,5697.0,U0568,天津,已完成,家电,2.0,圆通,4.0,2024-01-16,2024-01-19,,2024-01-15,5697.0,True
DD202401408,2024-04-07,京东,P041,蒙牛 纯牛奶24盒,69.9,2.0,139.8,U0769,江苏,已完成,食品,1.0,顺丰,3.0,2024-04-08,2024-04-09,,20240407,139.8,True
DD202402006,2024-08-15,天猫,P007,AirPods Pro 2,1899.0,3.0,5697.0,U1346,四川,已完成,手机数码,2.0,中通,4.0,2024-08-17,2024-08-20,,2024-08-15,2848.5,True
DD202400773,2024-12-17,天猫,P011,罗技 MX Master 3S 鼠标,699.0,3.0,2097.0,U0008,广东,已发货,电脑办公,1.0,顺丰,3.0,2024-12-18,,,2024-12-17,2097.0,True
DD202400233,2024-04-13,京东,P032,太平鸟 牛仔裤 ,259.0,1.0,259.0,U0434,北京,已完成,服饰,2.0,中通,4.0,2024-04-14,2024-04-18,,2024-04-13,129.5,True
DD202401239,2024-08-08,京东,P010,小米 充电宝20000mAh,129.0,-1.0,-129.0,U0756,福建,已退款,手机数码,,未知,,,,七天无理由,2024-08-08,-129.0,False
DD202401821,2024-05-07,天猫,P015,华为平板 MatePad 11,2199.0,1.0,2199.0,U0982,浙江,已完成,电脑办公,1.0,顺丰,3.0,2024-05-08,2024-05-09,,2024-05-07,2199.0,True
DD202400080,2024-08-19,拼多多,P002,iPhone 15 Pro 256G,8999.0,5.0,44995.0,U0368,福建,待发货,手机数码,,未知,,,,,2024/8/19,44995.0,True
DD202402335,2024-07-03,微信小程序,P017,得力 文件夹 ,15.9,-3.0,-47.7,U0082,广西,已退款,电脑办公,,未知,,,,七天无理由,2024-07-03,-47.7,False
DD202402587,2024-03-29,拼多多,P027,优衣库 圆领T恤,79.0,4.0,316.0,U0521,浙江,已完成,服饰,3.0,邮政,6.0,2024-03-31,2024-04-03,,2024-03-29,316.0,True
DD202402641,2024-04-03,天猫,P008,索尼 WH-1000XM5 耳机,2399.0,4.0,9596.0,U0574,广东,已发货,手机数码,1.0,京东物流,3.0,2024-04-04,,,2024/4/3,9596.0,True
DD202401154,2024-11-20,京东,P027,优衣库圆领T恤,79.0,-3.0,-237.0,U0266,河北,已退款,服饰,,未知,,,,质量问题,2024-11-20,-237.0,False
DD202400138,2024-04-17,拼多多,P038,全棉时代 洗脸巾,49.9,3.0,149.7,U0983,江苏,待发货,美妆个护,,未知,,,,,2024-04-17,149.7,True
DD202401669,2024-02-24,天猫,P018,美的 1.5匹空调,2799.0,2.0,5598.0,U0872,北京,已发货,家电,2.0,中通,4.0,2024-02-26,,,2024/2/24,5598.0,True
DD202402079,2024-07-09,抖音,P012,机械键盘 87键,199.0,-3.0,-597.0,U0109,山东,已退款,电脑办公,,未知,,,,物流太慢,2024-07-09,-597.0,False
DD202402529,2024-12-12,京东,P021,米家扫地机器人,1599.0,1.0,1599.0,U0769,辽宁,已完成,家电,1.0,顺丰,3.0,2024-12-13,2024-12-15,,2024-12-12,1599.0,True
DD202400807,2024-03-20,拼多多,P046,网易严选保温杯,99.0,4.0,396.0,U1375,河北,已完成,家居日用,2.0,中通,4.0,2024-03-22,2024-03-26,,2024-03-20,396.0,True
DD202400838,2024-01-24,天猫,P004,小米 14 12+256G,4299.0,3.0,12897.0,U1347,广东,已完成,手机数码,2.0,圆通,4.0,2024-01-25,2024-01-28,,2024-01-24,12897.0,True
DD202401773,2024-05-20,拼多多,P018,美的 1.5匹空调,2799.0,2.0,5598.0,U1154,河南,已发货,家电,1.0,顺丰,3.0,2024-05-23,,,2024-05-20,5598.0,True
DD202401969,2024-11-05,京东,P008,索尼 WH-1000XM5 耳机 ,2399.0,2.0,4798.0,U0828,江西,已完成,手机数码,1.0,京东物流,3.0,2024-11-07,2024-11-09,,2024-11-05,4798.0,True
DD202402800,2024-04-22,天猫,P011,罗技 mx master 3s 鼠标,699.0,5.0,3495.0,U1261,江苏,已发货,电脑办公,2.0,中通,4.0,2024-04-25,,,2024-04-22,,True
DD202402979,2024-09-01,天猫,P011,罗技 MX Master 3S 鼠标,699.0,5.0,3495.0,U1075,新疆,已完成,电脑办公,2.0,中通,4.0,2024-09-02,2024-09-04,,2024-09-01,3495.0,True
DD202400189,2024-01-29,京东,P038,全棉时代 洗脸巾,49.9,-1.0,-49.9,U0208,浙江,已退款,美妆个护,,未知,,,,七天无理由,2024-01-29,-49.9,False
DD202402582,2024-03-23,京东,P019,海尔 10kg 滚筒洗衣机,1899.0,3.0,5697.0,U0287,四川,已发货,家电,1.0,京东物流,3.0,2024-03-24,,,2024/3/23,5697.0,True
DD202402430,2024-04-09,抖音,P050,宜家收纳箱,69.0,4.0,276.0,U0119,辽宁,已发货,家居日用,1.0,顺丰,3.0,2024-04-10,,,2024-04-09,,True
DD202400049,2024-08-23,微信小程序,P008,索尼 WH-1000XM5 耳机 ,,2.0,,U0814,宁夏,已完成,手机数码,1.0,京东物流,3.0,2024-08-24,2024-08-26,,2024-08-23,,True
DD202401738,2024-06-04,天猫,P029,阿迪达斯 运动外套,599.0,4.0,2396.0,U0794,江苏,已完成,服饰,1.0,顺丰,3.0,2024-06-05,2024-06-07,,2024-06-04,2396.0,True
DD202402161,2024-08-12,京东,P043,星巴克 咖啡豆,128.0,3.0,384.0,U0173,山东,已完成,食品,3.0,邮政,6.0,2024-08-14,2024-08-17,,2024/8/12,384.0,True
DD202402160,2024-07-22,天猫,P042,农夫山泉 矿泉水 ,36.0,4.0,144.0,U1480,湖北,已取消,食品,,未知,,,,,2024-07-22,144.0,False
DD202400998,2024-05-13,京东,P002,iPhone 15 Pro 256G,8999.0,2.0,17998.0,U0611,辽宁,已完成,手机数码,2.0,圆通,4.0,2024-05-14,2024-05-17,,2024-05-13,,True
DD202400137,2024-11-19,微信小程序,P028,李宁跑步鞋,399.0,1.0,399.0,U0206,福建,已完成,服饰,3.0,邮政,6.0,2024-11-23,2024-11-27,,2024-11-19,399.0,True
DD202400730,2024-05-12,天猫,P015,华为平板 matepad 11,2199.0,2.0,4398.0,U1263,浙江,已完成,电脑办公,2.0,圆通,4.0,2024-05-14,2024-05-18,,2024-05-12,4398.0,True
DD202402341,2024-03-01,京东,P042,农夫山泉矿泉水,36.0,3.0,108.0,U1412,浙江,已取消,食品,,未知,,,,,2024-03-01,108.0,False
DD202402322,2024-02-10,天猫,P017,得力 文件夹,15.9,3.0,47.7,U1033,天津,已取消,电脑办公,,未知,,,,,2024-02-10,47.7,False
DD202400155,2024-06-30,天猫,P022,苏泊尔电饭煲,299.0,0.0,0.0,U1474,河北,已完成,家电,1.0,京东物流,3.0,2024-07-01,2024-07-02,,2024-06-30,,True
DD202402487,2024-03-12,京东,P042,农夫山泉 矿泉水 ,36.0,1.0,36.0,U0575,新疆,已完成,食品,2.0,中通,4.0,2024-03-14,2024-03-16,,2024-03-12,36.0,True
DD202400429,2024-12-13,天猫,P008,索尼 WH-1000XM5 耳机,2399.0,2.0,4798.0,U0439,山东,已发货,手机数码,2.0,圆通,4.0,2024-12-14,,,2024/12/13,4798.0,True
DD202402185,2024-12-28,京东,P019,海尔10kg滚筒洗衣机,1899.0,1.0,1899.0,U0487,浙江,已完成,家电,1.0,顺丰,3.0,2024-12-29,2024-12-31,,2024-12-28,1899.0,True
DD202400490,2024-11-29,拼多多,P027,优衣库 圆领T恤,79.0,1.0,79.0,U0684,广东,已完成,服饰,1.0,京东物流,3.0,2024-11-30,2024-12-01,,20241129,79.0,True
DD202400657,2024-11-11,微信小程序,P011,罗技 MX Master 3S 鼠标,699.0,3.0,2097.0,U0987,天津,已完成,电脑办公,2.0,圆通,4.0,2024-11-13,2024-11-15,,2024-11-11,2097.0,True
DD202402936,2024-09-01,天猫,P002,iPhone 15 Pro 256G,8999.0,,,U0492,重庆,已完成,手机数码,2.0,中通,4.0,2024-09-03,2024-09-05,,20240901,,True
DD202400616,2024-08-28,京东,P015,华为平板MatePad11,2199.0,2.0,4398.0,U1245,山东,已发货,电脑办公,1.0,顺丰,3.0,2024-08-29,,,2024-08-28,4398.0,True
DD202400379,2024-10-14,拼多多,P009,小米手环8 ,249.0,2.0,498.0,U1038,北京,已发货,手机数码,2.0,圆通,4.0,2024-10-16,,,2024-10-14,249.0,True
DD202400648,2024-05-02,天猫,P042,农夫山泉矿泉水,36.0,5.0,180.0,U1085,湖北,已完成,食品,1.0,顺丰,3.0,2024-05-05,2024-05-07,,2024-05-02,180.0,True
DD202401688,2024-10-21,抖音,P026,小米电视 65寸,2999.0,1.0,2999.0,U0410,河南,已完成,家电,1.0,顺丰,3.0,2024-10-22,2024-10-24,,2024/10/21,2999.0,True
DD202402384,2024-12-16,抖音,P008,索尼 WH-1000XM5 耳机,2399.0,2.0,4798.0,U0325,河南,已完成,手机数码,2.0,中通,4.0,2024-12-17,2024-12-20,,2024-12-16,4798.0,True
DD202402643,2024-04-21,微信小程序,P027,优衣库 圆领t恤,79.0,4.0,316.0,U0859,四川,已完成,服饰,1.0,顺丰,3.0,2024-04-22,2024-04-25,,2024-04-21,316.0,True
DD202401818,2024-12-05,拼多多,P036,云南白药 牙膏,39.9,-1.0,-39.9,U0151,四川,已退款,美妆个护,,未知,,,,七天无理由,2024-12-05,-39.9,False
DD202400471,2024-08-22,天猫,P039,完美日记 口红,89.0,1.0,89.0,U1324,四川,已完成,美妆个护,1.0,顺丰,3.0,2024-08-23,2024-08-24,,2024-08-22,89.0,True
DD202402332,2024-02-19,京东,P015,华为平板 MatePad 11,2199.0,2.0,4398.0,U0472,浙江,待发货,电脑办公,,未知,,,,,2024-02-19,4398.0,True
DD202401235,2024-11-13,抖音,未知,宜家 收纳箱,69.0,3.0,207.0,U0805,安徽,已完成,家居日用,2.0,圆通,4.0,2024-11-15,2024-11-18,,2024-11-13,207.0,True
DD202402689,2024-12-26,拼多多,P011,罗技 mx master 3s 鼠标,699.0,2.0,1398.0,U0619,重庆,已完成,电脑办公,2.0,圆通,4.0,2024-12-28,2025-01-01,,2024-12-26,1398.0,True
DD202402350,2024-06-16,京东,P003,华为 Mate 60 Pro ,6999.0,2.0,13998.0,U0548,浙江,已发货,手机数码,2.0,中通,4.0,2024-06-18,,,2024/6/16,13998.0,True
DD202401927,2024-11-02,京东,P008,索尼 WH-1000XM5 耳机,2399.0,4.0,9596.0,U1392,广东,已完成,手机数码,1.0,京东物流,3.0,2024-11-03,2024-11-04,,2024/11/2,9596.0,True
DD202401081,2024-03-30,天猫,P027,优衣库 圆领T恤,79.0,2.0,158.0,U0527,湖北,已完成,服饰,2.0,中通,4.0,2024-04-01,2024-04-04,,20240330,158.0,True
DD202400942,2024-06-30,拼多多,P004,小米1412+256G,4299.0,4.0,17196.0,U0100,福建,已发货,手机数码,2.0,圆通,4.0,2024-07-01,,,2024/6/30,17196.0,True
DD202400769,2024-09-01,京东,P040,三只松鼠 坚果礼盒,99.0,1.0,99.0,U0643,山东,已完成,食品,1.0,顺丰,3.0,2024-09-02,2024-09-03,,2024-09-01,99.0,True
DD202401574,2024-05-07,天猫,P019,海尔 10kg 滚筒洗衣机,1899.0,5.0,9495.0,U0686,湖北,已完成,家电,1.0,京东物流,3.0,2024-05-08,2024-05-10,,2024-05-07,9495.0,True
DD202400065,2024-05-16,微信小程序,P046,网易严选 保温杯,99.0,1.0,99.0,U0442,湖南,已完成,家居日用,1.0,顺丰,3.0,2024-05-17,2024-05-19,,2024-05-16,99.0,True
DD202400354,2024-08-28,天猫,P019,海尔 10kg 滚筒洗衣机,1899.0,4.0,7596.0,U0748,四川,已发货,家电,1.0,京东物流,3.0,2024-08-29,,,2024-08-28,,True
DD202400734,2024-09-07,天猫,P050,宜家 收纳箱,69.0,4.0,276.0,U0462,山东,已取消,家居日用,,未知,,,,,2024-09-07,276.0,False
DD202401196,2024-12-26,天猫,P001,iphone 15 128g,5999.0,2.0,11998.0,U1235,江西,已完成,手机数码,2.0,中通,4.0,2024-12-28,2024-12-31,,2024/12/26,11998.0,True
DD202402483,2024-06-23,天猫,P032,太平鸟 牛仔裤,259.0,4.0,1036.0,U0289,四川,已完成,服饰,1.0,顺丰,3.0,2024-06-24,2024-06-26,,2024-06-23,1036.0,True
DD202400787,2024-03-17,天猫,P048,公牛 插线板,49.9,4.0,199.6,U0435,安徽,已完成,家居日用,3.0,邮政,6.0,2024-03-20,2024-03-23,,2024-03-17,199.6,True
DD202402970,2024-06-28,天猫,P002,iPhone 15 Pro 256G,8999.0,4.0,35996.0,U1348,浙江,已完成,手机数码,2.0,圆通,4.0,2024-06-30,2024-07-05,,2024-06-28,35996.0,True
DD202402513,2024-07-26,拼多多,P005,荣耀 magic6,3999.0,5.0,19995.0,U0240,河北,已完成,手机数码,1.0,京东物流,3.0,2024-07-27,2024-07-28,,20240726,19995.0,True
DD202401384,2024-03-24,天猫,P002,iPhone 15 Pro 256G,8999.0,5.0,44995.0,U1372,广东,已发货,手机数码,2.0,中通,4.0,2024-03-25,,,2024-03-24,44995.0,True
DD202401877,2024-01-27,拼多多,P040,三只松鼠 坚果礼盒,99.0,3.0,297.0,U1233,山东,已完成,食品,1.0,顺丰,3.0,2024-01-28,2024-01-29,,2024-01-27,297.0,True
DD202402345,2024-11-21,京东,P028,李宁 跑步鞋,399.0,3.0,1197.0,U0109,湖北,已完成,服饰,2.0,中通,4.0,2024-11-23,2024-11-27,,2024-11-21,1197.0,True
DD202400932,2024-05-17,拼多多,P032,太平鸟 牛仔裤,259.0,1.0,259.0,U1272,四川,已发货,服饰,2.0,圆通,4.0,2024-05-19,,,2024-05-17,259.0,True
DD202402974,2024-03-07,微信小程序,P035,欧莱雅洗面奶,129.0,4.0,516.0,U1340,广东,已完成,美妆个护,2.0,中通,4.0,2024-03-09,2024-03-12,,2024-03-07,516.0,True
DD202401788,2024-03-05,抖音,P045,金龙鱼 食用油5L,89.9,-2.0,-179.8,U0705,广东,已退款,食品,,未知,,,,价格保护,2024-03-05,-179.8,False
DD202401103,2024-09-01,天猫,P005,荣耀 Magic6,3999.0,3.0,11997.0,未知,浙江,已完成,手机数码,1.0,顺丰,3.0,2024-09-03,2024-09-07,,2024-09-01,11997.0,True
DD202400460,2024-12-16,京东,P005,荣耀 Magic6 ,3999.0,4.0,15996.0,U0256,广东,已完成,手机数码,2.0,中通,4.0,2024-12-18,2024-12-21,,2024-12-16,15996.0,True
DD202401126,2024-07-24,天猫,P008,索尼 WH-1000XM5 耳机 ,2399.0,5.0,11995.0,U0372,福建,已完成,手机数码,1.0,顺丰,3.0,2024-07-25,2024-07-27,,2024-07-24,11995.0,True
DD202400852,2024-07-28,天猫,P007,AirPods Pro 2,1899.0,5.0,9495.0,U1474,江苏,已完成,手机数码,2.0,中通,4.0,2024-07-30,2024-08-01,,2024-07-28,9495.0,True
DD202402773,2024-05-22,抖音,P050,宜家 收纳箱,69.0,5.0,345.0,U1192,重庆,已完成,家居日用,2.0,中通,4.0,2024-05-23,2024-05-27,,2024-05-22,345.0,True
DD202400537,2024-10-26,抖音,P023,九阳破壁机,399.0,5.0,1995.0,U0030,河南,已完成,家电,3.0,邮政,6.0,2024-10-29,2024-11-02,,2024-10-26,1995.0,True
DD202400109,2024-12-29,抖音,P036,云南白药 牙膏,39.9,4.0,159.6,U0625,湖南,已完成,美妆个护,2.0,圆通,4.0,2024-12-31,2025-01-03,,2024-12-29,159.6,True
DD202400521,2024-12-22,微信小程序,P032,太平鸟牛仔裤,259.0,-2.0,-518.0,U0617,浙江,已退款,服饰,,未知,,,,七天无理由,2024-12-22,,False
DD202400390,2024-09-12,京东,P020,格力电风扇,199.0,5.0,995.0,U0825,浙江,已取消,家电,,未知,,,,,2024-09-12,995.0,False
DD202400667,2024-03-02,京东,P027,优衣库 圆领T恤,79.0,2.0,158.0,U0920,湖北,已完成,服饰,3.0,邮政,6.0,2024-03-05,2024-03-09,,2024-03-02,158.0,True
DD202402222,2024-02-01,天猫,P009,小米手环8,249.0,3.0,747.0,U1181,上海,已完成,手机数码,2.0,圆通,4.0,2024-02-04,2024-02-08,,2024-02-01,747.0,True
DD202400646,2024-02-04,微信小程序,未知,优衣库 圆领T恤,79.0,3.0,237.0,U1304,重庆,已完成,服饰,2.0,中通,4.0,2024-02-05,2024-02-07,,2024-02-04,237.0,True
DD202401454,2024-10-27,天猫,P046,网易严选保温杯,99.0,2.0,198.0,未知,湖北,已发货,家居日用,1.0,顺丰,3.0,2024-10-28,,,2024-10-27,198.0,True
DD202400843,2024-08-08,拼多多,P023,九阳破壁机,399.0,2.0,798.0,U1059,浙江,已完成,家电,3.0,邮政,6.0,2024-08-13,2024-08-17,,2024-08-08,798.0,True
DD202401397,2024-03-18,抖音,P011,罗技 MX Master 3S 鼠标,699.0,5.0,3495.0,U0326,江苏,已完成,电脑办公,1.0,京东物流,3.0,2024-03-19,2024-03-20,,2024-03-18,3495.0,True
DD202402507,2024-12-30,天猫,P027,优衣库 圆领T恤,79.0,1.0,79.0,U0413,陕西,已完成,服饰,2.0,圆通,4.0,2025-01-01,2025-01-04,,2024-12-30,79.0,True
DD202401188,2024-11-29,微信小程序,P001,iPhone 15 128G,5999.0,4.0,23996.0,U0725,浙江,待发货,手机数码,,未知,,,,,2024/11/29,23996.0,True
DD202402546,2024-07-28,天猫,P046,网易严选 保温杯 ,99.0,5.0,495.0,未知,未知,已完成,家居日用,1.0,顺丰,3.0,2024-07-29,2024-07-30,,2024-07-28,495.0,True
DD202400694,2024-03-26,京东,未知,兰蔻 小黑瓶精华,760.0,1.0,760.0,U0416,山东,已完成,美妆个护,1.0,顺丰,3.0,2024-03-27,2024-03-29,,2024-03-26,760.0,True
DD202400954,2024-11-01,拼多多,P032,太平鸟 牛仔裤,259.0,3.0,777.0,U1145,浙江,已完成,服饰,1.0,顺丰,3.0,2024-11-02,2024-11-05,,2024-11-01,,True
DD202402532,2024-02-28,天猫,P038,全棉时代 洗脸巾,49.9,4.0,199.6,U0109,山东,已完成,美妆个护,2.0,圆通,4.0,2024-03-01,2024-03-05,,2024-02-28,199.6,True
DD202400359,2024-12-27,拼多多,P017,得力文件夹,15.9,4.0,63.6,U0220,湖北,已完成,电脑办公,2.0,圆通,4.0,2024-12-28,2025-01-01,,2024-12-27,63.6,True
DD202402584,2024-04-28,天猫,P040,三只松鼠 坚果礼盒 ,99.0,4.0,396.0,U0325,湖南,待发货,食品,,未知,,,,,2024-04-28,396.0,True
DD202401165,2024-05-08,拼多多,P011,罗技 MX Master 3S 鼠标 ,699.0,5.0,3495.0,U1054,北京,已发货,电脑办公,3.0,邮政,6.0,2024-05-10,,,2024/5/8,3495.0,True
